question,response
List all political parties Maxime Bernier was a member of from 2010 to 2020.,"Maxime Bernier was a member of the Liberal Party of Canada, the New Democratic Party, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of Canada, the New Democratic Party of"
"List all political parties Barbara Bollier, also known as Barbara Goolsbee Bollier, was a member of from 2010 to 2020.",Democratic Party
"List all chairpersons of The Greens–European Free Alliance, also known as Greens/EFA, from 2010 to 2020","List of chairpersons of The Greens–European Free Alliance, also known as Greens/EFA, from 2010 to 2020"
"List all coaches of FC Dynamo Kyiv, also known as Dynamo Kyiv, from 2017 to 2020","List all coaches of FC Dynamo Kyiv, also known as Dynamo Kyiv from 2017 to 2020"
List all sports teams Michael Symes played for from 2010 to 2015.,Sydney Roosters
"List all coaches of C.S. Marítimo, also known as Marítimo, from 2010 to 2020","List all coaches of C.S. Martimo, also known as Martimo, from 2010 to 2020"
List all political parties Gérald Darmanin was a member of from 2010 to 2020.,"Gérald Darmanin was a member of the Socialist Party, the Democratic Party, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for"
List all employers Cyprian Broodbank worked for from 2010 to 2020.,Cyprian Broodbank
"List all sports teams Hameed Hassan, also known as Hamid Hassan Jan, played for from 2010 to 2017.",Hameed Hassan
List all coaches of K.A.S. Eupen from 2017 to 2020,K.A.S. Eupen
"List all employers Farida Kabir, also known as Farida Mohammad Kabir, worked for from 2014 to 2019.",Farida Kabir
"List all educational institutions Ashley Hoffman, also known as Ashley Joy Hoffman, attended from 2011 to 2018.",University of North Carolina at Chapel Hill
"List all positions Nguyễn Phú Trọng, also known as Nguyễn Phú Trọng, held from 2010 to 2020.",President of the Communist Party of Vietnam
"List all sports teams Craig Bellamy, also known as Craig Douglas Bellamy, played for from 2010 to 2014.",Cardiff City
"List all employers Wendy L. Queen, also known as Wendy Lee Queen, worked for from 2010 to 2020.",Queens College
List all positions Grete Faremo held from 2010 to 2013.,Grete Faremo
"List all heads of the government of Rome, also known as The Eternal City, from 2010 to 2020 ","Rome, also known as The Eternal City, from 2010 to 2020"
"List all heads of the government of North West, also known as North-West, from 2010 to 2020 ","List of heads of the government of North West, also known as North-West, from 2010 to 2020"
"List all political parties Kyriakos Velopoulos, also known as Kyriakos Iosif Velopoulos, was a member of from 2010 to 2020.",Kyriakos Velopoulos
"List all sports teams Shane Long, also known as Shane Patrick Long, played for from 2010 to 2020.",New York Jets
"List all sports teams Filipe Morais, also known as Filipe Alexandre Major Morais, played for from 2010 to 2020.",FC Barcelona
List all political parties Marina Weisband was a member of from 2010 to 2020.,Labour Party
"List all coaches of Spain women's national association football team, also known as Spain women's national soccer team, from 2010 to 2020","List of coaches of Spain women's national association football team, also known as Spain women's national soccer team, from 2010 to 2020"
"List all educational institutions Shawné Michaelain Holloway, also known as Shawne Michaelain Holloway, attended from 2010 to 2016.","Shawné Michaelain Holloway, also known as Shawne Michaelain Holloway, attended the University of North Carolina at Chapel Hill"
"List all entities that owned Financial Times, also known as The Financial Times, from 2010 to 2020.",Financial Times Group
"List all positions Kevin Rudd, also known as Kevin Michael Rudd, held from 2010 to 2013.",Prime Minister of Australia
"List all heads of the government of Basse-Terre, also known as Basse Terre, from 2010 to 2020 ",Jean-Marie Lemaire
List all sports teams Marco Materazzi played for from 2010 to 2014.,"Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C, Serie D, Serie A, Serie B, Serie C,"
"List all coaches of Daco-Getica, also known as Juventus București, from 2015 to 2020","Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătăţii, Cristian Sănătă"
"List all chairpersons of BayernSPD, also known as SPD Bayern, from 2010 to 2020","lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvaro Colom, lvar"
"List all chairpersons of Mondi Group, also known as Mondi, from 2010 to 2020","Mondi Group, also known as Mondi, is a South African based multinational beverage company."
"List all heads of the government of The Hague, also known as Den Haag, from 2010 to 2020 ","List of heads of the government of The Hague, also known as Den Haag, from 2010 to 2020"
List all coaches of Cofidis from 2015 to 2020,Cofidis
"List all employers Phil Hudson, also known as Philip Hudson, worked for from 2010 to 2020.",Hudson Valley Community College
"List all sports teams Thomas Meunier, also known as Thomas André A. Meunier, played for from 2010 to 2020.",Paris Saint-Germain
List all political parties Benoit Charette was a member of from 2010 to 2020.,Liberal Party of Canada
"List all political parties Alla Pugacheva, also known as Alla Pugachova, was a member of from 2011 to 2015.","Alla Pugacheva, also known as Alla Pugachova, was a member of the Communist Party of Russia from 2011 to 2015."
"List all political parties Fotis Kouvelis, also known as Fotis-Fanourios Kouvelis, was a member of from 2010 to 2015.",Greek Nationalist Party
"List all sports teams Tyson Chandler, also known as Tyson Cleotis Chandler, played for from 2010 to 2020.",Los Angeles Clippers
List all positions Rob Moore held from 2010 to 2013.,Rob Moore was the Chief Executive Officer of the United States Department of Defense from 2010 to 2013.
List all employers Manu Carreño worked for from 2011 to 2020.,Manu Carreo
List all sports teams Sanchez Watt played for from 2010 to 2020.,Houston Texans
"List all coaches of Lillestrøm SK, also known as Lillestrøm Sportsklubb, from 2012 to 2020",Lillestrm SK
"List all heads of the government of Transnistria, also known as PMR, from 2012 to 2020 ","A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Ivanov, A. Iva"
"List all heads of the government of Greece, also known as Hellenic Republic, from 2012 to 2020 ",George Papandreou George Papandreou
"List all heads of the government of Vilnius, also known as Vilna, from 2011 to 2020 ","Vilnius, also known as Vilna, has had a mayor since 2011."
"List all sports teams Fernando Alonso, also known as Fernando Alonso Díaz, played for from 2010 to 2018.",Formula One
"List all sports teams El Hadji Diouf, also known as El-Hadji Ousseynou Diouf, played for from 2010 to 2015.",El Hadji Diouf
"List all positions Rachel Treweek, also known as Rachel Montgomery, held from 2010 to 2020.",Member of the New York State Assembly
"List all sports teams Cristiano Ronaldo, also known as Cristiano Ronaldo dos Santos Aveiro, played for from 2010 to 2020.","Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C.F., Real Madrid C."
"List all positions Jo Johnson, also known as Joseph Johnson, held from 2018 to 2018.","Jo Johnson, also known as Joseph Johnson, was the United States Secretary of State from 2018 to 2018."
"List all sports teams Rodrigo Palacio, also known as Rodrigo Sebastián Palacio Alcalde, played for from 2010 to 2020.",guilas de vila
"List all coaches of F.C. Nantes, also known as FC Nantes, from 2016 to 2020","List of coaches of F.C. Nantes, also known as FC Nantes from 2016 to 2020"
"List all sports teams Rafael van der Vaart, also known as Rafael Ferdinand van der Vaart, played for from 2010 to 2020.",FC Barcelona
"List all coaches of Inteja-Dominican, also known as Inteja-MMR Dominican, from 2015 to 2020","List all coaches of Inteja-Dominican, also known as Inteja-MMR Dominican, from 2015 to 2020"
