question,response,examples
"List all sports teams Patrick Bamford, also known as Patrick James Bamford, played for from 2010 to 2020.","Patrick Bamford (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Patrick Bamford (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Patrick Bamford (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Patrick Mahomes, also known as Pat Mahomes, played for from 2014 to 2020.
  Answer: Texas Tech Red Raiders football (2014, 2015, 2016); Texas Tech Red Raiders baseball (2015, 2016); Kansas City Chiefs (2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Jimmer Fredette, also known as James Fredette Fredette, played for from 2010 to 2020.
  Answer: BYU Cougars men's basketball (2010, 2011); Panathinaikos B.C. (2019, 2020)
Example:
  Question: List all sports teams Marcus Rashford played for from 2012 to 2020.
  Answer: England national under-16 association football team (2012); England national under-18 association football team (2014); Manchester United F.C. (2015, 2016, 2017, 2018, 2019, 2020); England national under-21 association football team (2016); England national under-20 association football team (2016); England national association football team (2016, 2017, 2018, 2019, 2020)"
List all political parties Maxime Bernier was a member of from 2010 to 2020.,"Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Independent Party (2010, 2011, 2018, 2019, 2020); Independent Party (2020); Independent Party (2020)","Example:
  Question: List all political parties Bernie Sanders, also known as Bernard Sanders, was a member of from 2010 to 2020.
  Answer: independent politician (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Democratic Party (2015, 2016, 2019, 2020)
Example:
  Question: List all political parties Benoît Hamon was a member of from 2010 to 2020.
  Answer: Socialist Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Génération.s (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Bernd Lucke was a member of from 2010 to 2020.
  Answer: Christian Democratic Union (2010, 2011); Alternative for Germany (2010, 2011, 2012, 2013, 2014, 2015); Liberal Conservative Reformers (2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Barbara Bollier, also known as Barbara Goolsbee Bollier, was a member of from 2010 to 2020.","Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)","Example:
  Question: List all political parties Brigitte Boccone-Pagès was a member of from 2010 to 2020.
  Answer: Horizon Monaco (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Priorité Monaco (2018, 2019, 2020)
Example:
  Question: List all political parties Emil Boc was a member of from 2010 to 2020.
  Answer: Democratic Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016); National Liberal Party (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Laura Borràs i Castanyer, also known as Laura Borras, was a member of from 2010 to 2020.
  Answer: independent politician (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Junts per Catalunya (2020)"
"List all chairpersons of The Greens–European Free Alliance, also known as Greens/EFA, from 2010 to 2020","Thomas Waitz (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Simone Peter (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Robert Habeck (2020)","Example:
  Question: List all chairpersons of European Green Party, also known as EGP, from 2010 to 2020
  Answer: Monica Frassoni (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Reinhard Bütikofer (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Thomas Waitz (2019, 2020)
Example:
  Question: List all chairpersons of Alliance '90/The Greens, also known as Grüne, from 2010 to 2020
  Answer: Claudia Roth (2010, 2011, 2012, 2013); Cem Özdemir (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Simone Peter (2013, 2014, 2015, 2016, 2017, 2018); Annalena Baerbock (2018, 2019, 2020); Robert Habeck (2018, 2019, 2020)
Example:
  Question: List all chairpersons of European United Left–Nordic Green Left, also known as GUE-NGL, from 2010 to 2020
  Answer: Lothar Bisky (2010, 2011, 2012); Gabriele Zimmer (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FC Dynamo Kyiv, also known as Dynamo Kyiv, from 2017 to 2020","FC Dynamo Kyiv (2017, 2018, 2019, 2020); FC Dynamo Kyiv (2019, 2020)","Example:
  Question: List all coaches of 1. FC Kaiserslautern, also known as 1. FCK, from 2017 to 2020
  Answer: Jeff Strasser (2017, 2018); Sascha Hildmann (2018, 2019); Boris Schommers (2019, 2020)
Example:
  Question: List all coaches of FC Lviv from 2019 to 2020
  Answer: Yegishe Melikyan (2019, 2020); Giorgi Tsetsadze (2020)
Example:
  Question: List all coaches of FC Nordsjælland from 2016 to 2020
  Answer: Kasper Hjulmand (2016, 2017, 2018, 2019); Flemming Pedersen (2019, 2020)"
List all sports teams Michael Symes played for from 2010 to 2015.,"Michael Symes (2010, 2011, 2012, 2013, 2014, 2015); Michael Symes (2010, 2011, 2012, 2013, 2014, 2015); Michael Symes (2010, 2011, 2012, 2013, 2014, 2015); Michael Symes (2010, 2011, 2012, 2013, 2014, 2015); Michael Symes (2010, 2011, 2012, 2013, 2014, 2015); Michael Symes (2010, 2011, 2012, 2013, 2014, 2015)","Example:
  Question: List all sports teams John Nutter played for from 2010 to 2015.
  Answer: Gillingham F.C. (2010, 2011); Lincoln City F.C. (2011, 2012, 2013); Woking F.C. (2012, 2013, 2014, 2015)
Example:
  Question: List all sports teams Adam Johnson played for from 2010 to 2016.
  Answer: Middlesbrough F.C. (2010); England national association football team (2010, 2011, 2012); Manchester City F.C. (2010, 2011, 2012); Sunderland A.F.C. (2012, 2013, 2014, 2015, 2016)
Example:
  Question: List all sports teams Blaise Matuidi played for from 2010 to 2020.
  Answer: France national association football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Cúcuta Deportivo (2010, 2011); Paris Saint-Germain F.C. (2011, 2012, 2013, 2014, 2015, 2016, 2017); Juventus FC (2017, 2018, 2019, 2020); Inter Miami CF (2020)"
"List all coaches of C.S. Marítimo, also known as Marítimo, from 2010 to 2020","Martimo (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Martimo (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all coaches of FC Mariupol, also known as FC Illichivets Mariupol, from 2012 to 2020
  Answer: Mykola Pavlov (2012, 2013, 2014, 2015); Oleksandr Babych (2017, 2018, 2019, 2020); Ostap Markevych (2020)
Example:
  Question: List all coaches of Gimnàstic de Tarragona from 2010 to 2020
  Answer: César Ferrando (2010); Luis César Sampedro (2010); Juan Carlos Oliva Fornos (2010, 2011); Jorge D'Alessandro (2011, 2012); Kiko Ramírez (2012); Javi Salamero (2012, 2013); Santi Castillejo (2013); Vicente Moreno (2013, 2014, 2015, 2016); Juan Merino (2016, 2017); Nano Rivas (2017, 2018); Antonio Rodríguez Saravia (2017, 2018); Lluís Carreras (2017); Enrique Martín Monreal (2018, 2019); José Antonio Gordillo (2018); Xavier Bartolo i Moliné (2019); Jose Antonio Seligrat Bernal (2019, 2020)
Example:
  Question: List all coaches of Calcio Padova from 2013 to 2017
  Answer: Fulvio Pea (2013); Oscar Brevi (2016, 2017)"
List all political parties Gérald Darmanin was a member of from 2010 to 2020.,"Gérald Darmanin (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Centre Alliance (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Centre Alliance (2017, 2018, 2019, 2020)","Example:
  Question: List all political parties Igor Dodon was a member of from 2010 to 2020.
  Answer: Party of Communists of the Republic of Moldova (2010, 2011); Party of Socialists of the Republic of Moldova (2011, 2012, 2013, 2014, 2015, 2016); independent politician (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Fawad Ahmed Chaudhry was a member of from 2010 to 2020.
  Answer: All-Pakistan Muslim League (2010, 2011, 2012); Pakistan Peoples Party (2012, 2013); Pakistan Muslim League (Q) (2013, 2014, 2015, 2016); Pakistan Tehreek-e-Insaf (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties John Darley, also known as John Andrew Darley, was a member of from 2010 to 2020.
  Answer: No Pokies (2010, 2011, 2012, 2013, 2014); Centre Alliance (2014, 2015, 2016, 2017); Advance SA (2017, 2018, 2019, 2020)"
List all employers Cyprian Broodbank worked for from 2010 to 2020.,"Cyprian Broodbank (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yves Saint-Laurent (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yves Saint-Laurent (2020)","Example:
  Question: List all employers Chelsea Walton worked for from 2012 to 2020.
  Answer: Massachusetts Institute of Technology (2012, 2013, 2014, 2015); Temple University (2015, 2016, 2017, 2018); University of Illinois at Urbana–Champaign (2018, 2019, 2020)
Example:
  Question: List all employers Diana Coben worked for from 2010 to 2020.
  Answer: King's College London (2010, 2011); University of Waikato (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); University of East Anglia (2018, 2019, 2020)
Example:
  Question: List all employers Tirdad Zolghadr worked for from 2010 to 2020.
  Answer: Center for Curatorial Studies, Bard College (2010, 2011, 2012, 2013); International Academy of Art Palestine (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Hameed Hassan, also known as Hamid Hassan Jan, played for from 2010 to 2017.","Hameed Hassan (2010, 2011, 2012, 2013, 2014); Al-Ahli Saudi FC (2010, 2011, 2012, 2013, 2014); Al-Fujairah FC (2014, 2015, 2016, 2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2015, 2016, 2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2016, 2017, 2018); Al-Ahli Saudi FC (2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2017, 2018); Al-Ahli Saudi FC (2017, 2018); Al-Ahli Saudi FC (2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2017, 2018, 2019, 2020); Al-Ahli Saudi FC (2017, 2018, 2019,","Example:
  Question: List all sports teams Hassan Maatouk, also known as Hassan Ali Maatouk, played for from 2010 to 2020.
  Answer: Al Ahed FC (2010, 2011, 2012); Ajman Club (2011, 2012); Al-Shaab CSC (2012, 2013); Emirates Club (2012); Al-Fujairah FC (2013, 2014, 2015, 2016, 2017); Nejmeh SC (2017, 2018, 2019); Al Ansar FC (2019, 2020)
Example:
  Question: List all sports teams Hamdi Salihi, also known as Hamdi Abdullah Salihi, played for from 2010 to 2020.
  Answer: SK Rapid Wien (2010, 2011, 2012); D.C. United (2012, 2013); Jiangsu F.C. (2013); Hapoel Acre F.C. (2014, 2015); KF Skënderbeu Korçë (2015); Hapoel Haifa F.C. (2015); SC Wiener Neustadt (2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Younis Mahmoud, also known as Younis Mahmoud Khalaf, played for from 2010 to 2020.
  Answer: Al-Gharafa Sports Club (2010, 2011); Iraq national under-23 football team (2010, 2011, 2012, 2013, 2014); Al-Wakrah Sports Club (2011, 2012, 2013); Al-Ahli Saudi FC (2013); Al Sadd Sports Club (2013); Talaba SC (2015, 2016, 2017, 2018, 2019, 2020); Erbil SC (2015)"
List all coaches of K.A.S. Eupen from 2017 to 2020,"idrias idrias (2017, 2018, 2019); idrias idrias (2019, 2020); idrias idrias (2019, 2020); idrias idrias (2020)","Example:
  Question: List all coaches of K.V. Oostende from 2017 to 2020
  Answer: Adnan Čustović (2017, 2018, 2020); Gert Verheyen (2018, 2019); Alexander Blessin (2020); Dennis van Wijk (2020)
Example:
  Question: List all coaches of KS Kastrioti from 2018 to 2020
  Answer: Elvis Plori (2018); Bledar Devolli (2019, 2020)
Example:
  Question: List all coaches of FC Khimki from 2018 to 2020
  Answer: Igor Shalimov (2018, 2019); Dmitri Gunko (2020)"
"List all employers Farida Kabir, also known as Farida Mohammad Kabir, worked for from 2014 to 2019.","Farida Kabir (2014, 2015, 2016, 2017, 2018, 2019, 2020); Farida Kabir (2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all employers Jürgen Klopp, also known as Jürgen Norbert Klopp, worked for from 2010 to 2020.
  Answer: Borussia Dortmund (2010, 2011, 2012, 2013, 2014, 2015); Liverpool F.C. (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Merete Riisager, also known as Merete Riisager Andersen, worked for from 2010 to 2011.
  Answer: The Lego Group (2010, 2011); PricewaterhouseCoopers (2010)
Example:
  Question: List all employers Anand Lal Shimpi worked for from 2010 to 2020.
  Answer: AnandTech (2010, 2011, 2012, 2013, 2014); Apple (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Ashley Hoffman, also known as Ashley Joy Hoffman, attended from 2011 to 2018.","University of California, Berkeley (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2020, 2020); University of California, Berkeley (2020, 2020)","Example:
  Question: List all educational institutions Bella Alarie, also known as Isabella Alarie, attended from 2010 to 2020.
  Answer: National Cathedral School (2010, 2011, 2012, 2013, 2014, 2015, 2016); Princeton University (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all educational institutions Anne Madden, also known as Anne A Madden, attended from 2010 to 2020.
  Answer: Tufts University (2010, 2011, 2012, 2013, 2014); University of Colorado Boulder (2014, 2015, 2016); North Carolina State University (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all educational institutions Chloe Bibby, also known as Chloe Louise Bibby, attended from 2010 to 2020.
  Answer: Rowville Secondary College (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Mississippi State University (2017, 2018, 2019, 2020); University of Maryland (2020)"
"List all positions Nguyễn Phú Trọng, also known as Nguyễn Phú Trọng, held from 2010 to 2020.","Nguyn Ph Trng (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Nguyn Ph Trng (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all positions Trần Đại Quang held from 2011 to 2018.
  Answer: Minister of Public Security (2011, 2012, 2013, 2014, 2015, 2016); President of Vietnam (2016, 2017, 2018)
Example:
  Question: List all positions Michael Yeung Ming-cheung held from 2014 to 2020.
  Answer: auxiliary bishop (2014, 2015, 2016, 2017, 2018, 2019, 2020); titular bishop (2014, 2015, 2016, 2017, 2018, 2019, 2020); Catholic bishop (2014, 2015, 2016, 2017, 2018, 2019, 2020); coadjutor bishop (2016, 2017, 2018, 2019, 2020); diocesan bishop (2017, 2018, 2019, 2020)
Example:
  Question: List all positions Chen Chu, also known as Kiku Chen Chu, held from 2010 to 2020.
  Answer: Mayor of Kaohsiung (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Chairperson of the Democratic Progressive Party (2012); Secretary-General to the President, Republic of China (2018, 2019, 2020); President of the Control Yuan (2020)"
"List all sports teams Craig Bellamy, also known as Craig Douglas Bellamy, played for from 2010 to 2014.","Craig Bellamy (2010, 2011, 2012, 2013, 2014); Craig Bellamy (2010, 2011, 2012, 2013, 2014); Craig Bellamy (2010, 2011, 2012, 2013, 2014); Craig Bellamy (2010, 2011, 2012, 2013, 2014); Craig Bellamy (2010, 2011, 2012, 2013, 2014); Craig Bellamy (2010, 2011, 2012, 2013, 2014); Craig Bellamy (2010, 2011, 2012, 2013, 2014); Craig Bellamy (2010, 2011, 2012, 2013, 2014); Craig Bellamy (2010, 2012, 2013, 2014)","Example:
  Question: List all sports teams Craig Gordon, also known as Craig Sinclair Gordon, played for from 2010 to 2020.
  Answer: Sunderland A.F.C. (2010, 2011, 2012); Celtic F.C. (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Dean Hammond, also known as Dean John Hammond, played for from 2010 to 2016.
  Answer: Southampton F.C. (2010, 2011, 2012, 2013); Brighton & Hove Albion F.C. (2012, 2013); Leicester City F.C. (2013, 2014, 2015, 2016); Sheffield United F.C. (2015, 2016)
Example:
  Question: List all sports teams Robbie Keane, also known as Robert David Keane, played for from 2010 to 2018.
  Answer: Tottenham Hotspur F.C. (2010, 2011); Republic of Ireland national association football team (2010, 2011, 2012, 2013, 2014, 2015, 2016); Celtic F.C. (2010); West Ham United F.C. (2011); LA Galaxy (2011, 2012, 2013, 2014, 2015, 2016); Aston Villa F.C. (2012); ATK (football club) (2017, 2018)"
